Date_time,No.of Black_listed_IPs
2017-10-07_0215,4025
2017-10-07_0230,4025
2017-10-07_0245,4025
2017-10-07_0300,4025
2017-10-07_0315,4028
2017-10-07_0330,4028
2017-10-07_0345,4028
2017-10-07_0400,4028
2017-10-07_0415,4028
2017-10-07_0430,4028
2017-10-07_0445,4028
2017-10-07_0500,4028
2017-10-07_0515,4022
2017-10-07_0530,4022
2017-10-07_0545,4022
2017-10-07_0600,4022
2017-10-07_0615,4022
2017-10-07_0630,4022
2017-10-07_0645,4022
2017-10-07_0700,4022
2017-10-07_0715,4020
2017-10-07_0730,4020
2017-10-07_0745,4020
2017-10-07_0800,4020
2017-10-07_0815,4020
2017-10-07_0830,4020
2017-10-07_0845,4020
2017-10-07_0900,4020
2017-10-07_0915,4024
2017-10-07_0930,4024
2017-10-07_0945,4024
2017-10-07_1000,4024
2017-10-07_1015,4024
2017-10-07_1030,4024
2017-10-07_1045,4024
2017-10-07_1100,4024
2017-10-07_1115,4021
2017-10-07_1130,4021
2017-10-07_1145,4021
2017-10-07_1200,4021
2017-10-07_1215,4021
2017-10-07_1230,4021
2017-10-07_1245,4021
2017-10-07_1300,4021
2017-10-07_1315,4023
2017-10-07_1330,4023
2017-10-07_1345,4023
2017-10-07_1400,4023
2017-10-07_1415,4023
2017-10-07_1430,4023
2017-10-07_1445,4023
2017-10-07_1500,4023
2017-10-07_1515,4021
2017-10-07_1530,4021
2017-10-07_1545,4021
2017-10-07_1600,4020
2017-10-07_1615,4020
2017-10-07_1630,4020
2017-10-07_1645,4020
2017-10-07_1700,4020
2017-10-07_1715,4023
2017-10-07_1730,4023
2017-10-07_1745,4023
2017-10-07_1800,4023
2017-10-07_1815,4023
2017-10-07_1830,4023
2017-10-07_1845,4023
2017-10-07_1900,4023
2017-10-07_1915,4023
2017-10-07_1930,4023
2017-10-07_1945,4023
2017-10-07_2000,4023
2017-10-07_2015,4024
2017-10-07_2030,4024
2017-10-07_2045,4024
2017-10-07_2100,4022
2017-10-07_2115,4022
2017-10-07_2130,4022
2017-10-07_2145,4022
2017-10-07_2200,4022
2017-10-07_2215,4022
2017-10-07_2230,4022
2017-10-07_2245,4022
2017-10-07_2300,4022
2017-10-07_2315,4021
2017-10-07_2330,4021
2017-10-07_2345,4021
2017-10-08_0000,4021
2017-10-08_0015,4022
2017-10-08_0030,4022
2017-10-08_0045,4022
2017-10-08_0100,4022
2017-10-08_0115,4022
2017-10-08_0130,4022
2017-10-08_0145,4022
2017-10-08_0200,4023
2017-10-08_0215,4023
2017-10-08_0230,4023
2017-10-08_0245,4023
2017-10-08_0300,4023
2017-10-08_0315,4024
2017-10-08_0330,4024
2017-10-08_0345,4024
2017-10-08_0400,4024
2017-10-08_0415,4025
2017-10-08_0430,4025
2017-10-08_0445,4025
2017-10-08_0500,4025
2017-10-08_0515,4028
2017-10-08_0530,4028
2017-10-08_0545,4028
2017-10-08_0600,4028
2017-10-08_0615,4029
2017-10-08_0630,4029
2017-10-08_0645,4029
2017-10-08_0700,4029
2017-10-08_0715,4031
2017-10-08_0730,4031
2017-10-08_0745,4031
2017-10-08_0800,4031
2017-10-08_0815,4031
2017-10-08_0830,4031
2017-10-08_0845,4031
2017-10-08_0900,4031
2017-10-08_0915,4038
2017-10-08_0930,4038
2017-10-08_0945,4038
2017-10-08_1000,4038
2017-10-08_1015,4038
2017-10-08_1030,4038
2017-10-08_1045,4038
2017-10-08_1100,4038
2017-10-08_1115,4037
2017-10-08_1130,4037
2017-10-08_1145,4037
2017-10-08_1200,4037
2017-10-08_1215,4037
2017-10-08_1230,4037
2017-10-08_1245,4037
2017-10-08_1300,4037
2017-10-08_1315,4041
2017-10-08_1330,4041
2017-10-08_1345,4041
2017-10-08_1400,4041
2017-10-08_1415,4041
2017-10-08_1430,4041
2017-10-08_1445,4041
2017-10-08_1500,4041
2017-10-08_1515,4040
2017-10-08_1530,4040
2017-10-08_1545,4040
2017-10-08_1600,4040
2017-10-08_1615,4040
2017-10-08_1630,4040
2017-10-08_1645,4040
2017-10-08_1700,4040
2017-10-08_1715,4039
2017-10-08_1730,4039
2017-10-08_1745,4039
2017-10-08_1800,4039
2017-10-08_1815,4039
2017-10-08_1830,4039
2017-10-08_1845,4039
2017-10-08_1900,4039
2017-10-08_1915,4045
2017-10-08_1930,4046
2017-10-08_1945,4046
2017-10-08_2000,4046
2017-10-08_2015,4046
2017-10-08_2030,4046
2017-10-08_2045,4046
2017-10-08_2100,4048
2017-10-08_2115,4047
2017-10-08_2130,4047
2017-10-08_2145,4047
2017-10-08_2200,4047
2017-10-08_2215,4047
2017-10-08_2230,4047
2017-10-08_2245,4047
2017-10-08_2300,4047
2017-10-08_2315,4046
2017-10-08_2330,4046
2017-10-08_2345,4046
2017-10-09_0000,4046
2017-10-09_0015,4046
2017-10-09_0030,4046
2017-10-09_0045,4046
2017-10-09_0100,4046
2017-10-09_0115,4046
2017-10-09_0130,4046
2017-10-09_0145,4046
2017-10-09_0200,4046
2017-10-09_0215,4046
2017-10-09_0230,4046
2017-10-09_0245,4046
2017-10-09_0300,4046
2017-10-09_0315,4049
2017-10-09_0330,4049
2017-10-09_0345,4049
2017-10-09_0400,4049
2017-10-09_0415,4049
2017-10-09_0430,4049
2017-10-09_0445,4049
2017-10-09_0500,4049
2017-10-09_0515,4047
2017-10-09_0530,4047
2017-10-09_0545,4047
2017-10-09_0600,4047
2017-10-09_0615,4048
2017-10-09_0630,4047
2017-10-09_0645,4047
2017-10-09_0700,4047
2017-10-09_0715,4043
2017-10-09_0730,4043
2017-10-09_0745,4043
2017-10-09_0800,4043
2017-10-09_0815,4043
2017-10-09_0830,4043
2017-10-09_0845,4043
2017-10-09_0900,4043
2017-10-09_0915,4042
2017-10-09_0930,4042
2017-10-09_0945,4042
2017-10-09_1000,4042
2017-10-09_1015,4043
2017-10-09_1030,4043
2017-10-09_1045,4043
2017-10-09_1100,4043
2017-10-09_1115,4050
2017-10-09_1130,4050
2017-10-09_1145,4050
2017-10-09_1200,4050
2017-10-09_1215,4051
2017-10-09_1230,4051
2017-10-09_1245,4051
2017-10-09_1300,4051
2017-10-09_1315,4050
2017-10-09_1330,4050
2017-10-09_1345,4050
2017-10-09_1400,4050
2017-10-09_1415,4050
2017-10-09_1430,4050
2017-10-09_1445,4050
2017-10-09_1500,4050
2017-10-09_1515,4053
2017-10-09_1530,4053
2017-10-09_1545,4053
2017-10-09_1600,4053
2017-10-09_1615,4053
2017-10-09_1630,4052
2017-10-09_1645,4052
2017-10-09_1700,4052
2017-10-09_1715,4052
2017-10-09_1730,4052
2017-10-09_1745,4052
2017-10-09_1800,4053
2017-10-09_1815,4053
2017-10-09_1830,4053
2017-10-09_1845,4053
2017-10-09_1900,4053
2017-10-09_1915,4054
2017-10-09_1930,4054
2017-10-09_1945,4054
2017-10-09_2000,4054
2017-10-09_2015,4055
2017-10-09_2030,4055
2017-10-09_2045,4055
2017-10-09_2100,4055
2017-10-09_2115,4062
2017-10-09_2130,4061
2017-10-09_2145,4061
2017-10-09_2200,4061
2017-10-09_2215,4062
2017-10-09_2230,4062
2017-10-09_2245,4062
2017-10-09_2300,4061
2017-10-09_2315,4059
2017-10-09_2330,4059
2017-10-09_2345,4059
2017-10-10_0000,4059
2017-10-10_0015,4059
2017-10-10_0030,4059
2017-10-10_0045,4059
2017-10-10_0100,4059
2017-10-10_0115,4058
2017-10-10_0130,4058
2017-10-10_0145,4058
2017-10-10_0200,4058
2017-10-10_0215,4058
2017-10-10_0230,4058
2017-10-10_0245,4058
2017-10-10_0300,4058
2017-10-10_0315,4055
2017-10-10_0330,4055
2017-10-10_0345,4055
2017-10-10_0400,4055
2017-10-10_0415,4055
2017-10-10_0430,4055
2017-10-10_0445,4055
2017-10-10_0500,4055
2017-10-10_0515,4051
2017-10-10_0530,4051
2017-10-10_0545,4051
2017-10-10_0600,4051
2017-10-10_0615,4051
2017-10-10_0630,4051
2017-10-10_0645,4051
2017-10-10_0700,4051
2017-10-10_0715,4044
2017-10-10_0730,4044
2017-10-10_0745,4044
2017-10-10_0800,4044
2017-10-10_0815,4044
2017-10-10_0830,4044
2017-10-10_0845,4044
2017-10-10_0900,4044
2017-10-10_0915,4046
2017-10-10_0930,4046
2017-10-10_0945,4046
2017-10-10_1000,4046
2017-10-10_1015,4046
2017-10-10_1030,4046
2017-10-10_1045,4046
2017-10-10_1100,4046
2017-10-10_1115,4048
2017-10-10_1130,4048
2017-10-10_1145,4048
2017-10-10_1200,4048
2017-10-10_1215,4049
2017-10-10_1230,4049
2017-10-10_1245,4049
2017-10-10_1300,4049
2017-10-10_1315,4047
2017-10-10_1330,4047
2017-10-10_1345,4047
2017-10-10_1400,4047
2017-10-10_1415,4048
2017-10-10_1430,4048
2017-10-10_1445,4048
2017-10-10_1500,4048
2017-10-10_1515,4048
2017-10-10_1530,4048
2017-10-10_1545,4048
2017-10-10_1600,4048
2017-10-10_1615,4049
2017-10-10_1630,4049
2017-10-10_1645,4050
2017-10-10_1700,4050
2017-10-10_1715,4051
2017-10-10_1730,4051
2017-10-10_1745,2875
2017-10-10_1800,2875
2017-10-10_1815,2876
2017-10-10_1830,2876
2017-10-10_1846,2876
2017-10-10_1900,2876
2017-10-10_1915,2874
2017-10-10_1930,2874
2017-10-10_1945,4703
2017-10-10_2000,4703
2017-10-10_2015,4703
2017-10-10_2030,4703
2017-10-10_2045,4703
2017-10-10_2100,4703
2017-10-10_2115,4704
2017-10-10_2130,4704
2017-10-10_2145,4704
2017-10-10_2200,4704
2017-10-10_2215,4704
2017-10-10_2230,4704
2017-10-10_2245,4704
2017-10-10_2300,4704
2017-10-10_2315,4706
2017-10-10_2330,4706
2017-10-10_2345,4706
2017-10-11_0000,4706
2017-10-11_0015,4707
2017-10-11_0030,4707
2017-10-11_0045,4707
2017-10-11_0100,4707
2017-10-11_0115,4704
2017-10-11_0130,4704
2017-10-11_0145,4704
2017-10-11_0200,4704
2017-10-11_0215,4704
2017-10-11_0230,4704
2017-10-11_0245,4704
2017-10-11_0300,4704
2017-10-11_0315,4701
2017-10-11_0330,4701
2017-10-11_0345,4701
2017-10-11_0400,4701
2017-10-11_0415,4702
2017-10-11_0430,4702
2017-10-11_0445,4702
2017-10-11_0500,4702
2017-10-11_0515,4703
2017-10-11_0530,4703
2017-10-11_0545,4703
2017-10-11_0600,4703
2017-10-11_0615,4704
2017-10-11_0630,4704
2017-10-11_0645,4704
2017-10-11_0700,4704
2017-10-11_0715,4704
2017-10-11_0730,4704
2017-10-11_0745,4704
2017-10-11_0800,4704
2017-10-11_0815,4705
2017-10-11_0830,4705
2017-10-11_0845,4705
2017-10-11_0900,4705
2017-10-11_0915,4705
2017-10-11_0930,4705
2017-10-11_0945,4705
2017-10-11_1000,4705
2017-10-11_1015,4704
2017-10-11_1030,4704
2017-10-11_1045,4704
2017-10-11_1100,4704
2017-10-11_1115,4711
2017-10-11_1130,4711
2017-10-11_1145,4711
2017-10-11_1200,4711
2017-10-11_1215,4712
2017-10-11_1230,4712
2017-10-11_1245,4712
2017-10-11_1300,4712
2017-10-11_1315,4711
2017-10-11_1330,4711
2017-10-11_1345,4711
2017-10-11_1400,4711
2017-10-11_1415,4711
2017-10-11_1430,4711
2017-10-11_1445,4711
2017-10-11_1500,4711
2017-10-11_1515,4713
2017-10-11_1530,4713
2017-10-11_1545,4713
2017-10-11_1600,4713
2017-10-11_1615,4713
2017-10-11_1630,4713
2017-10-11_1645,4713
2017-10-11_1700,4713
2017-10-11_1715,4714
2017-10-11_1730,4714
2017-10-11_1745,4713
2017-10-11_1800,4713
2017-10-11_1815,4714
2017-10-11_1830,4714
2017-10-11_1845,4714
2017-10-11_1900,4714
2017-10-11_1915,4710
2017-10-11_1930,4710
2017-10-11_1945,4710
2017-10-11_2000,4710
2017-10-11_2015,4710
2017-10-11_2030,4710
2017-10-11_2045,4710
2017-10-11_2100,4710
2017-10-11_2115,4715
2017-10-11_2130,4715
2017-10-11_2145,4715
2017-10-11_2200,4715
2017-10-11_2215,4715
2017-10-11_2230,4715
2017-10-11_2245,4715
2017-10-11_2300,4715
2017-10-11_2315,4717
2017-10-11_2330,4717
2017-10-11_2345,4717
2017-10-12_0000,4717
2017-10-12_0015,4717
2017-10-12_0030,4717
2017-10-12_0045,4717
2017-10-12_0100,4717
2017-10-12_0115,4717
2017-10-12_0130,4717
2017-10-12_0145,4717
2017-10-12_0200,4717
2017-10-12_0215,4717
2017-10-12_0230,4717
2017-10-12_0245,4717
2017-10-12_0300,4717
2017-10-12_0315,4715
2017-10-12_0330,4715
2017-10-12_0345,4715
2017-10-12_0400,4714
2017-10-12_0415,4714
2017-10-12_0430,4714
2017-10-12_0445,4714
2017-10-12_0500,4714
2017-10-12_0515,4714
2017-10-12_0530,4714
2017-10-12_0545,4714
2017-10-12_0600,4714
2017-10-12_0615,4714
2017-10-12_0630,4714
2017-10-12_0645,4714
2017-10-12_0700,4714
2017-10-12_0715,4714
2017-10-12_0730,4714
2017-10-12_0745,4714
2017-10-12_0800,4714
2017-10-12_0815,4714
2017-10-12_0830,4714
2017-10-12_0845,4715
2017-10-12_0900,4715
2017-10-12_0915,4715
2017-10-12_0930,4715
2017-10-12_0945,4715
2017-10-12_1000,4715
2017-10-12_1015,4716
2017-10-12_1030,4716
2017-10-12_1045,4716
2017-10-12_1100,4716
2017-10-12_1115,4717
2017-10-12_1130,4717
2017-10-12_1145,4717
2017-10-12_1200,4717
2017-10-12_1215,4717
2017-10-12_1230,4717
2017-10-12_1245,4717
2017-10-12_1300,4717
2017-10-12_1315,4711
2017-10-12_1330,4711
2017-10-12_1345,4711
2017-10-12_1400,4711
2017-10-12_1415,4711
2017-10-12_1430,4711
2017-10-12_1445,4711
2017-10-12_1500,4711
2017-10-12_1515,4710
2017-10-12_1530,4710
2017-10-12_1546,4710
2017-10-12_1600,4710
2017-10-12_1615,4711
2017-10-12_1630,4711
2017-10-12_1645,4711
2017-10-12_1700,4711
2017-10-12_1715,4708
2017-10-12_1730,4708
2017-10-12_1745,4708
2017-10-12_1800,4708
2017-10-12_1815,4708
2017-10-12_1830,4708
2017-10-12_1845,4708
2017-10-12_1900,4708
2017-10-12_1915,4696
2017-10-12_1930,4697
2017-10-12_1945,4697
2017-10-12_2000,4697
2017-10-12_2015,4697
2017-10-12_2030,4697
2017-10-12_2045,4697
2017-10-12_2100,4697
2017-10-12_2115,4700
2017-10-12_2130,4700
2017-10-12_2145,4700
2017-10-12_2200,4700
2017-10-12_2215,4701
2017-10-12_2230,4701
2017-10-12_2245,4701
2017-10-12_2300,4701
2017-10-12_2315,4701
2017-10-12_2330,4701
2017-10-12_2345,4701
2017-10-13_0000,4701
2017-10-13_0015,4701
2017-10-13_0030,4701
2017-10-13_0045,4701
2017-10-13_0100,4701
2017-10-13_0115,4703
2017-10-13_0130,4703
2017-10-13_0145,4703
2017-10-13_0200,4703
2017-10-13_0215,4703
2017-10-13_0230,4703
2017-10-13_0245,4703
2017-10-13_0300,4703
2017-10-13_0315,4698
2017-10-13_0330,4698
2017-10-13_0345,4698
2017-10-13_0400,4698
2017-10-13_0415,4697
2017-10-13_0430,4697
2017-10-13_0445,4697
2017-10-13_0500,4697
2017-10-13_0515,4694
2017-10-13_0530,4694
2017-10-13_0545,4694
2017-10-13_0600,4694
2017-10-13_0615,4694
2017-10-13_0630,4694
2017-10-13_0645,4694
2017-10-13_0700,4694
2017-10-13_0715,4693
2017-10-13_0730,4693
2017-10-13_0745,4693
2017-10-13_0800,4693
2017-10-13_0815,4693
2017-10-13_0830,4693
2017-10-13_0845,4693
2017-10-13_0900,4694
2017-10-13_0915,4689
2017-10-13_0930,4689
2017-10-13_0945,4689
2017-10-13_1000,4689
2017-10-13_1015,4689
2017-10-13_1030,4689
2017-10-13_1045,4689
2017-10-13_1100,4689
2017-10-13_1115,4690
2017-10-13_1130,4690
2017-10-13_1145,4690
2017-10-13_1200,4690
2017-10-13_1215,4690
2017-10-13_1230,4690
2017-10-13_1245,4690
2017-10-13_1300,4690
2017-10-13_1315,4694
2017-10-13_1330,4694
2017-10-13_1345,4694
2017-10-13_1400,4694
2017-10-13_1415,4694
2017-10-13_1430,4694
2017-10-13_1445,4694
2017-10-13_1500,4694
2017-10-13_1515,4705
2017-10-13_1530,4705
2017-10-13_1545,4705
2017-10-13_1600,4705
2017-10-13_1615,4705
2017-10-13_1630,4705
2017-10-13_1645,4705
2017-10-13_1700,4705
2017-10-13_1715,4701
2017-10-13_1730,4701
2017-10-13_1745,4702
2017-10-13_1800,4702
2017-10-13_1815,4702
2017-10-13_1830,4702
2017-10-13_1845,4702
2017-10-13_1900,4702
2017-10-13_1915,4701
2017-10-13_1930,4702
2017-10-13_1945,4702
2017-10-13_2000,4702
2017-10-13_2015,4702
2017-10-13_2030,4702
2017-10-13_2045,4702
2017-10-13_2100,4702
2017-10-13_2115,4705
2017-10-13_2130,4706
2017-10-13_2145,4706
2017-10-13_2200,4706
2017-10-13_2215,4706
2017-10-13_2230,4706
2017-10-13_2245,4706
2017-10-13_2300,4706
2017-10-13_2315,4706
2017-10-13_2330,4706
2017-10-13_2345,4706
2017-10-14_0000,4706
2017-10-14_0015,4707
2017-10-14_0030,4707
2017-10-14_0045,4707
2017-10-14_0100,4707
2017-10-14_0115,4707
2017-10-14_0130,4707
2017-10-14_0145,4707
2017-10-14_0200,4707
2017-10-14_0215,4707
2017-10-14_0230,4707
2017-10-14_0245,4707
2017-10-14_0300,4707
2017-10-14_0315,4704
2017-10-14_0330,4704
2017-10-14_0345,4704
2017-10-14_0400,4704
2017-10-14_0415,4704
2017-10-14_0430,4704
2017-10-14_0445,4702
2017-10-14_0500,4702
2017-10-14_0515,4701
2017-10-14_0530,4701
2017-10-14_0545,4701
2017-10-14_0600,4701
2017-10-14_0615,4701
2017-10-14_0630,4701
2017-10-14_0645,4701
2017-10-14_0700,4701
2017-10-14_0715,4700
2017-10-14_0730,4700
2017-10-14_0745,4700
2017-10-14_0800,4700
2017-10-14_0815,4700
2017-10-14_0830,4700
2017-10-14_0845,4700
2017-10-14_0900,4700
2017-10-14_0915,4712
2017-10-14_0930,4712
2017-10-14_0945,4712
2017-10-14_1000,4712
2017-10-14_1015,4712
2017-10-14_1030,4712
2017-10-14_1045,4712
2017-10-14_1100,4712
2017-10-14_1115,4708
2017-10-14_1130,4708
2017-10-14_1145,4708
2017-10-14_1200,4708
2017-10-14_1215,4708
2017-10-14_1230,4708
2017-10-14_1245,4708
2017-10-14_1300,4708
2017-10-14_1315,4705
2017-10-14_1330,4705
2017-10-14_1345,4705
2017-10-14_1400,4705
2017-10-14_1415,4705
2017-10-14_1430,4705
2017-10-14_1445,4705
2017-10-14_1500,4705
2017-10-14_1515,4705
2017-10-14_1530,4705
2017-10-14_1545,4705
2017-10-14_1600,4705
2017-10-14_1615,4705
2017-10-14_1630,4705
2017-10-14_1645,4705
2017-10-14_1700,4705
2017-10-14_1715,4706
2017-10-14_1730,4706
2017-10-14_1745,4706
2017-10-14_1800,4706
2017-10-14_1815,4708
2017-10-14_1830,4708
2017-10-14_1845,4708
2017-10-14_1900,4708
2017-10-14_1915,4717
2017-10-14_1930,4717
2017-10-14_1945,4717
2017-10-14_2000,4717
2017-10-14_2015,4717
2017-10-14_2030,4717
2017-10-14_2045,4717
2017-10-14_2100,4717
2017-10-14_2115,4725
2017-10-14_2130,4725
2017-10-14_2145,4725
2017-10-14_2200,4725
2017-10-14_2215,4725
2017-10-14_2230,4725
2017-10-14_2245,4725
2017-10-14_2300,4725
2017-10-14_2315,4725
2017-10-14_2330,4726
2017-10-14_2345,4726
2017-10-15_0000,4726
2017-10-15_0015,4726
2017-10-15_0030,4726
2017-10-15_0045,4726
2017-10-15_0100,4726
2017-10-15_0115,4731
2017-10-15_0130,4731
2017-10-15_0145,4731
2017-10-15_0200,4731
2017-10-15_0215,4731
2017-10-15_0230,4731
2017-10-15_0245,4731
2017-10-15_0300,4731
2017-10-15_0315,4729
2017-10-15_0330,4729
2017-10-15_0345,4729
2017-10-15_0400,4729
2017-10-15_0415,4729
2017-10-15_0430,4729
2017-10-15_0445,4729
2017-10-15_0500,4729
2017-10-15_0515,4731
2017-10-15_0530,4731
2017-10-15_0545,4731
2017-10-15_0600,4731
2017-10-15_0615,4731
2017-10-15_0630,4731
2017-10-15_0645,4731
2017-10-15_0700,4731
2017-10-15_0715,4730
2017-10-15_0730,4730
2017-10-15_0745,4730
2017-10-15_0800,4730
2017-10-15_0815,4730
2017-10-15_0830,4730
2017-10-15_0845,4730
2017-10-15_0900,4730
2017-10-15_0915,4730
2017-10-15_0930,4730
2017-10-15_0945,4730
2017-10-15_1000,4730
2017-10-15_1015,4730
2017-10-15_1030,4730
2017-10-15_1045,4730
2017-10-15_1100,4730
2017-10-15_1115,4731
2017-10-15_1130,4731
2017-10-15_1145,4731
2017-10-15_1200,4731
2017-10-15_1215,4731
2017-10-15_1230,4731
2017-10-15_1245,4731
2017-10-15_1300,4731
2017-10-15_1315,4733
2017-10-15_1330,4733
2017-10-15_1345,4733
2017-10-15_1400,4733
2017-10-15_1415,4733
2017-10-15_1430,4733
2017-10-15_1445,4733
2017-10-15_1500,4733
2017-10-15_1515,4729
2017-10-15_1530,4729
2017-10-15_1545,4729
2017-10-15_1600,4729
2017-10-15_1615,4730
2017-10-15_1630,4730
2017-10-15_1645,4730
2017-10-15_1700,4730
2017-10-15_1715,4725
2017-10-15_1730,4725
2017-10-15_1745,4725
2017-10-15_1800,4725
2017-10-15_1815,4725
2017-10-15_1830,4725
2017-10-15_1845,4724
2017-10-15_1900,4724
2017-10-15_1915,4719
2017-10-15_1930,4719
2017-10-15_1945,4719
2017-10-15_2000,4719
2017-10-15_2015,4720
2017-10-15_2030,4720
2017-10-15_2045,4720
2017-10-15_2100,4720
2017-10-15_2115,4717
2017-10-15_2130,4717
2017-10-15_2145,4717
2017-10-15_2200,4717
2017-10-15_2215,4717
2017-10-15_2230,4717
2017-10-15_2245,4717
2017-10-15_2300,4717
2017-10-15_2315,4716
2017-10-15_2330,4716
2017-10-15_2345,4716
2017-10-16_0000,4716
2017-10-16_0015,4716
2017-10-16_0030,4716
2017-10-16_0045,4716
2017-10-16_0100,4716
2017-10-16_0115,4718
2017-10-16_0130,4718
2017-10-16_0145,4718
2017-10-16_0200,4718
2017-10-16_0215,4718
2017-10-16_0230,4718
2017-10-16_0245,4718
2017-10-16_0300,4718
2017-10-16_0315,4716
2017-10-16_0330,4716
2017-10-16_0345,4716
2017-10-16_0400,4716
2017-10-16_0415,4716
2017-10-16_0430,4716
2017-10-16_0445,4716
2017-10-16_0500,4718
2017-10-16_0515,4718
2017-10-16_0530,4718
2017-10-16_0545,4718
2017-10-16_0600,4718
2017-10-16_0615,4718
2017-10-16_0630,4718
2017-10-16_0645,4718
2017-10-16_0700,4718
2017-10-16_0715,4715
2017-10-16_0730,4715
2017-10-16_0745,4715
2017-10-16_0800,4715
2017-10-16_0815,4715
2017-10-16_0830,4715
2017-10-16_0845,4715
2017-10-16_0900,4715
2017-10-16_0915,4714
2017-10-16_0930,4714
2017-10-16_0945,4714
2017-10-16_1000,4714
2017-10-16_1015,4714
2017-10-16_1030,4714
2017-10-16_1045,4714
2017-10-16_1100,4714
2017-10-16_1115,4716
2017-10-16_1130,4716
2017-10-16_1145,4716
2017-10-16_1200,4716
2017-10-16_1215,4716
2017-10-16_1230,4716
2017-10-16_1245,4716
2017-10-16_1300,4716
2017-10-16_1315,4715
2017-10-16_1330,4715
2017-10-16_1345,4715
2017-10-16_1400,4715
2017-10-16_1415,4715
2017-10-16_1430,4715
2017-10-16_1445,4715
2017-10-16_1500,4714
2017-10-16_1515,4717
2017-10-16_1530,4717
2017-10-16_1545,4717
2017-10-16_1600,4717
2017-10-16_1615,4717
2017-10-16_1630,4717
2017-10-16_1645,4717
2017-10-16_1700,4717
2017-10-16_1715,4720
2017-10-16_1730,4719
2017-10-16_1745,4719
2017-10-16_1800,4719
2017-10-16_1815,4719
2017-10-16_1830,4721
2017-10-16_1845,4721
2017-10-16_1900,4721
2017-10-16_1915,4720
2017-10-16_1930,4720
2017-10-16_1945,4720
2017-10-16_2000,4720
2017-10-16_2015,4720
2017-10-16_2030,4720
2017-10-16_2045,4720
2017-10-16_2100,4720
2017-10-16_2115,4719
2017-10-16_2130,4720
2017-10-16_2200,4720
2017-10-16_2215,4720
2017-10-16_2230,4720
2017-10-16_2245,4720
2017-10-16_2300,4720
2017-10-16_2315,4719
2017-10-16_2330,4719
2017-10-16_2345,4719
2017-10-17_0000,4719
2017-10-17_0015,4719
2017-10-17_0030,4719
2017-10-17_0045,4719
2017-10-17_0100,4719
2017-10-17_0115,4717
2017-10-17_0130,4717
2017-10-17_0145,4717
2017-10-17_0200,4717
2017-10-17_0215,4717
2017-10-17_0230,4717
2017-10-17_0245,4717
2017-10-17_0300,4717
2017-10-17_0315,4716
2017-10-17_0330,4716
2017-10-17_0345,4716
2017-10-17_0400,4716
2017-10-17_0415,4716
2017-10-17_0430,4716
2017-10-17_0445,4716
2017-10-17_0500,4716
2017-10-17_0515,4712
2017-10-17_0530,4712
2017-10-17_0545,4712
2017-10-17_0600,4712
2017-10-17_0615,4711
2017-10-17_0630,4711
2017-10-17_0645,4711
2017-10-17_0700,4711
2017-10-17_0715,4708
2017-10-17_0730,4708
2017-10-17_0745,4708
2017-10-17_0800,4708
2017-10-17_0815,4708
2017-10-17_0830,4708
2017-10-17_0845,4708
2017-10-17_0900,4708
2017-10-17_0915,4711
2017-10-17_0930,4711
2017-10-17_0945,4711
2017-10-17_1000,4711
2017-10-17_1015,4711
2017-10-17_1030,4711
2017-10-17_1045,4711
2017-10-17_1100,4711
2017-10-17_1115,4710
2017-10-17_1130,4710
2017-10-17_1145,4710
2017-10-17_1200,4710
2017-10-17_1215,4710
2017-10-17_1230,4710
2017-10-17_1245,4710
2017-10-17_1300,4710
2017-10-17_1315,4711
2017-10-17_1330,4711
2017-10-17_1345,4711
2017-10-17_1400,4710
2017-10-17_1416,4710
2017-10-17_1430,4710
2017-10-17_1445,4710
2017-10-17_1500,4710
2017-10-17_1515,4713
2017-10-17_1530,4713
2017-10-17_1545,4712
2017-10-17_1600,4713
2017-10-17_1615,4713
2017-10-17_1630,4713
2017-10-17_1645,4713
2017-10-17_1700,4714
2017-10-17_1715,4707
2017-10-17_1730,4707
2017-10-17_1745,4707
2017-10-17_1800,3344
2017-10-17_1815,3344
2017-10-17_1830,3344
2017-10-17_1845,4759
2017-10-17_1900,4759
2017-10-17_1915,4769
2017-10-17_1930,4769
2017-10-17_1945,4769
2017-10-17_2000,4770
2017-10-17_2015,4770
2017-10-17_2030,4770
2017-10-17_2045,4770
2017-10-17_2100,4770
2017-10-17_2115,4771
2017-10-17_2130,4771
2017-10-17_2145,4771
2017-10-17_2200,4771
2017-10-17_2215,4771
2017-10-17_2230,4771
2017-10-17_2245,4771
2017-10-17_2300,4771
2017-10-17_2315,4767
2017-10-17_2330,4767
2017-10-17_2345,4767
2017-10-18_0000,4767
2017-10-18_0015,4766
2017-10-18_0030,4766
2017-10-18_0045,4766
2017-10-18_0100,4766
2017-10-18_0115,4765
2017-10-18_0130,4765
2017-10-18_0145,4765
2017-10-18_0200,4765
2017-10-18_0215,4765
2017-10-18_0230,4765
2017-10-18_0245,4765
2017-10-18_0300,4765
2017-10-18_0315,4759
2017-10-18_0330,4759
2017-10-18_0345,4759
2017-10-18_0400,4759
2017-10-18_0415,4759
2017-10-18_0430,4759
2017-10-18_0445,4759
2017-10-18_0500,4759
2017-10-18_0515,4754
2017-10-18_0530,4754
2017-10-18_0545,4754
2017-10-18_0600,4754
2017-10-18_0615,4754
2017-10-18_0630,4754
2017-10-18_0645,4754
2017-10-18_0700,4754
