Date_time,No.of Black_listed_IPs
2017-06-23_1545,8615
2017-06-23_1600,8627
2017-06-23_1615,10259
2017-06-23_1630,10259
2017-06-23_1645,10259
2017-06-23_1700,10259
2017-06-23_1715,10260
2017-06-23_1730,10260
2017-06-23_1745,10258
2017-06-23_1800,10258
2017-06-23_1815,10260
2017-06-23_1830,10260
2017-06-23_1845,10260
2017-06-23_1900,10260
2017-06-23_1915,10260
2017-06-23_1930,10260
2017-06-23_1945,10260
2017-06-23_2000,10260
2017-06-23_2015,10262
2017-06-23_2030,10262
2017-06-23_2045,10262
2017-06-23_2100,10262
2017-06-23_2115,10287
2017-06-23_2130,10287
2017-06-23_2145,10287
2017-06-23_2200,10287
2017-06-23_2215,10287
2017-06-23_2230,10287
2017-06-23_2245,10287
2017-06-23_2300,10287
2017-06-23_2315,10282
2017-06-23_2330,10282
2017-06-23_2345,10282
2017-06-24_0000,10282
2017-06-24_0015,10282
2017-06-24_0030,10282
2017-06-24_0045,10282
2017-06-24_0100,10282
2017-06-24_0115,10281
2017-06-24_0130,10281
2017-06-24_0145,10281
2017-06-24_0200,10281
2017-06-24_0215,10281
2017-06-24_0230,10281
2017-06-24_0245,10281
2017-06-24_0300,10281
2017-06-24_0315,10280
2017-06-24_0330,10280
2017-06-24_0345,10280
2017-06-24_0400,10280
2017-06-24_0415,10280
2017-06-24_0430,10280
2017-06-24_0445,10280
2017-06-24_0500,10280
2017-06-24_0515,10280
2017-06-24_0530,10280
2017-06-24_0545,10280
2017-06-24_0600,10280
2017-06-24_0615,10280
2017-06-24_0630,10280
2017-06-24_0645,10280
2017-06-24_0700,10280
2017-06-24_0715,10280
2017-06-24_0730,10280
2017-06-24_0745,10280
2017-06-24_0800,10280
2017-06-24_0815,10280
2017-06-24_0830,10280
2017-06-24_0845,10280
2017-06-24_0900,10280
2017-06-24_0915,10284
2017-06-24_0930,10284
2017-06-24_0945,10284
2017-06-24_1000,10284
2017-06-24_1015,10284
2017-06-24_1030,10284
2017-06-24_1045,10284
2017-06-24_1100,10284
2017-06-24_1115,10281
2017-06-24_1130,10281
2017-06-24_1145,10281
2017-06-24_1200,10281
2017-06-24_1215,10281
2017-06-24_1230,10281
2017-06-24_1245,10281
2017-06-24_1300,10281
2017-06-24_1315,10282
2017-06-24_1330,10282
2017-06-24_1345,10282
2017-06-24_1400,10282
2017-06-24_1415,10282
2017-06-24_1430,10282
2017-06-24_1445,10282
2017-06-24_1500,10282
2017-06-24_1515,10289
2017-06-24_1530,10289
2017-06-24_1545,10289
2017-06-24_1600,10289
2017-06-24_1615,10288
2017-06-24_1630,10288
2017-06-24_1645,10288
2017-06-24_1700,12140
2017-06-24_1715,12139
2017-06-24_1730,12139
2017-06-24_1745,12139
2017-06-24_1800,12139
2017-06-24_1815,12139
2017-06-24_1830,12139
2017-06-24_1845,12139
2017-06-24_1900,12139
2017-06-24_1915,12139
2017-06-24_1930,12139
2017-06-24_1945,12139
2017-06-24_2000,12139
2017-06-24_2015,12139
2017-06-24_2030,12139
2017-06-24_2045,12139
2017-06-24_2100,12139
2017-06-24_2115,12142
2017-06-24_2130,12142
2017-06-24_2145,12142
2017-06-24_2200,12142
2017-06-24_2215,12142
2017-06-24_2230,12142
2017-06-24_2245,12142
2017-06-24_2300,12142
2017-06-24_2315,12139
2017-06-24_2330,12139
2017-06-24_2345,12139
2017-06-25_0000,12139
2017-06-25_0015,12139
2017-06-25_0030,12139
2017-06-25_0045,12139
2017-06-25_0100,12139
2017-06-25_0115,12140
2017-06-25_0130,12140
2017-06-25_0145,12140
2017-06-25_0200,12140
2017-06-25_0215,12140
2017-06-25_0230,12140
2017-06-25_0245,12140
2017-06-25_0300,12140
2017-06-25_0315,12140
2017-06-25_0330,12140
2017-06-25_0345,12140
2017-06-25_0400,12140
2017-06-25_0415,12140
2017-06-25_0430,12140
2017-06-25_0445,12141
2017-06-25_0500,12141
2017-06-25_0515,12141
2017-06-25_0530,12141
2017-06-25_0545,12141
2017-06-25_0600,12141
2017-06-25_0615,12141
2017-06-25_0630,12141
2017-06-25_0645,12141
2017-06-25_0700,12141
2017-06-25_0715,12140
2017-06-25_0730,12140
2017-06-25_0745,12140
2017-06-25_0800,12140
2017-06-25_0815,12140
2017-06-25_0830,12140
2017-06-25_0845,12140
2017-06-25_0900,12140
2017-06-25_0915,12139
2017-06-25_0930,12139
2017-06-25_0945,12139
2017-06-25_1000,12139
2017-06-25_1015,12139
2017-06-25_1030,12139
2017-06-25_1045,12139
2017-06-25_1100,12139
2017-06-25_1115,12136
2017-06-25_1130,12136
2017-06-25_1145,12136
2017-06-25_1200,12136
2017-06-25_1215,12137
2017-06-25_1230,12137
2017-06-25_1245,12137
2017-06-25_1300,12137
2017-06-25_1315,12138
2017-06-25_1330,12138
2017-06-25_1345,12138
2017-06-25_1400,12138
2017-06-25_1415,12138
2017-06-25_1430,12138
2017-06-25_1445,12138
2017-06-25_1500,12138
2017-06-25_1515,12142
2017-06-25_1530,12141
2017-06-25_1545,12141
2017-06-25_1600,12141
2017-06-25_1615,12141
2017-06-25_1630,12141
2017-06-25_1645,12141
2017-06-25_1700,12141
2017-06-25_1715,12143
2017-06-25_1730,12143
2017-06-25_1745,12143
2017-06-25_1800,13595
2017-06-25_1815,13604
2017-06-25_1830,13604
2017-06-25_1845,13604
2017-06-25_1900,13604
2017-06-25_1915,13601
2017-06-25_1930,13601
2017-06-25_1945,13601
2017-06-25_2000,13601
2017-06-25_2015,13601
2017-06-25_2030,13601
2017-06-25_2045,13601
2017-06-25_2100,13601
2017-06-25_2115,13600
2017-06-25_2130,13600
2017-06-25_2145,13600
2017-06-25_2200,13600
2017-06-25_2215,13600
2017-06-25_2230,13600
2017-06-25_2245,13600
2017-06-25_2300,13600
2017-06-25_2315,13599
2017-06-25_2330,13599
2017-06-25_2345,13599
2017-06-26_0000,13599
2017-06-26_0015,13599
2017-06-26_0030,13599
2017-06-26_0045,13599
2017-06-26_0100,13599
2017-06-26_0115,13603
2017-06-26_0130,13603
2017-06-26_0145,13603
2017-06-26_0200,13603
2017-06-26_0215,13603
2017-06-26_0230,13603
2017-06-26_0245,13603
2017-06-26_0300,13603
2017-06-26_0315,13601
2017-06-26_0330,13601
2017-06-26_0345,13601
2017-06-26_0400,13601
2017-06-26_0415,13601
2017-06-26_0430,13601
2017-06-26_0445,13601
2017-06-26_0500,13601
2017-06-26_0515,13605
2017-06-26_0530,13605
2017-06-26_0545,13605
2017-06-26_0600,13605
2017-06-26_0615,13606
2017-06-26_0630,13606
2017-06-26_0645,13606
2017-06-26_0700,13606
2017-06-26_0715,13603
2017-06-26_0730,13603
2017-06-26_0745,13603
2017-06-26_0800,13603
2017-06-26_0815,13603
2017-06-26_0830,13603
2017-06-26_0845,13603
2017-06-26_0900,13603
2017-06-26_0915,13598
2017-06-26_0930,13598
2017-06-26_0945,13598
2017-06-26_1000,13598
2017-06-26_1015,13598
2017-06-26_1030,13598
2017-06-26_1045,13598
2017-06-26_1100,13598
2017-06-26_1115,13600
2017-06-26_1130,13600
2017-06-26_1145,13600
2017-06-26_1200,13600
2017-06-26_1215,13600
2017-06-26_1230,13600
2017-06-26_1245,13600
2017-06-26_1300,13600
2017-06-26_1315,13608
2017-06-26_1330,13608
2017-06-26_1345,13608
2017-06-26_1400,13608
2017-06-26_1415,13608
2017-06-26_1430,13608
2017-06-26_1445,13608
2017-06-26_1500,13608
2017-06-26_1515,13610
2017-06-26_1530,13610
2017-06-26_1545,13610
2017-06-26_1600,13610
2017-06-26_1615,13610
2017-06-26_1630,13610
2017-06-26_1645,13610
2017-06-26_1700,13610
2017-06-26_1715,13612
2017-06-26_1730,13607
2017-06-26_1745,13607
2017-06-26_1800,13607
2017-06-26_1815,13607
2017-06-26_1830,13607
2017-06-26_1845,13607
2017-06-26_1900,14751
2017-06-26_1915,14752
2017-06-26_1930,14752
2017-06-26_1945,14752
2017-06-26_2000,14752
2017-06-26_2015,14752
2017-06-26_2030,14752
2017-06-26_2045,14752
2017-06-26_2100,14752
2017-06-26_2115,14749
2017-06-26_2130,14749
2017-06-26_2145,14749
2017-06-26_2200,14749
2017-06-26_2215,14749
2017-06-26_2230,14749
2017-06-26_2245,14749
2017-06-26_2300,14749
2017-06-26_2315,14748
2017-06-26_2330,14748
2017-06-26_2345,14748
2017-06-27_0000,14748
2017-06-27_0015,14748
2017-06-27_0030,14748
2017-06-27_0045,14748
2017-06-27_0100,14748
2017-06-27_0115,14753
2017-06-27_0130,14753
2017-06-27_0145,14753
2017-06-27_0200,14753
2017-06-27_0215,14753
2017-06-27_0230,14753
2017-06-27_0245,14753
2017-06-27_0300,14753
2017-06-27_0315,14754
2017-06-27_0330,14754
2017-06-27_0345,14754
2017-06-27_0400,14754
2017-06-27_0415,14754
2017-06-27_0430,14754
2017-06-27_0445,14754
2017-06-27_0500,14754
2017-06-27_0515,14757
2017-06-27_0530,14757
2017-06-27_0545,14757
2017-06-27_0600,14757
2017-06-27_0615,14757
2017-06-27_0630,14757
2017-06-27_0645,14757
2017-06-27_0700,14757
2017-06-27_0715,14754
2017-06-27_0730,14754
2017-06-27_0745,14754
2017-06-27_0800,14754
2017-06-27_0815,14754
2017-06-27_0830,14754
2017-06-27_0845,14754
2017-06-27_0900,14754
2017-06-27_0915,14752
2017-06-27_0930,14752
2017-06-27_0945,14752
2017-06-27_1000,14752
2017-06-27_1015,14752
2017-06-27_1030,14752
2017-06-27_1045,14752
2017-06-27_1100,14752
2017-06-27_1115,14750
2017-06-27_1130,14750
2017-06-27_1145,14750
2017-06-27_1200,14750
2017-06-27_1215,14750
2017-06-27_1230,14750
2017-06-27_1245,14750
2017-06-27_1300,14750
2017-06-27_1315,14752
2017-06-27_1330,14752
2017-06-27_1345,14752
2017-06-27_1400,14752
2017-06-27_1415,14752
2017-06-27_1430,14752
2017-06-27_1445,14752
2017-06-27_1500,14752
2017-06-27_1515,14753
2017-06-27_1530,14753
2017-06-27_1545,14753
2017-06-27_1600,14753
2017-06-27_1615,14753
2017-06-27_1630,14753
2017-06-27_1645,14753
2017-06-27_1700,15776
2017-06-27_1715,13099
2017-06-27_1730,12735
2017-06-27_1745,12733
2017-06-27_1800,12733
2017-06-27_1815,12733
2017-06-27_1830,12733
2017-06-27_1846,12733
2017-06-27_1900,12733
2017-06-27_1915,12739
2017-06-27_1930,12739
2017-06-27_1945,12739
2017-06-27_2000,12739
2017-06-27_2015,12739
2017-06-27_2030,12739
2017-06-27_2045,12739
2017-06-27_2100,12739
2017-06-27_2115,12738
2017-06-27_2130,12738
2017-06-27_2145,12738
2017-06-27_2200,12738
2017-06-27_2215,12738
2017-06-27_2230,12738
2017-06-27_2245,12738
2017-06-27_2301,12738
2017-06-27_2315,12740
2017-06-27_2330,12740
2017-06-27_2345,12740
2017-06-28_0000,12740
2017-06-28_0015,12740
2017-06-28_0030,12740
2017-06-28_0045,12740
2017-06-28_0100,12740
2017-06-28_0115,12742
2017-06-28_0130,12742
2017-06-28_0145,12742
2017-06-28_0200,12742
2017-06-28_0215,12742
2017-06-28_0230,12742
2017-06-28_0245,12742
2017-06-28_0300,12742
2017-06-28_0315,12740
2017-06-28_0330,12740
2017-06-28_0345,12740
2017-06-28_0400,12740
2017-06-28_0415,12740
2017-06-28_0430,12740
2017-06-28_0445,12740
2017-06-28_0500,12740
2017-06-28_0515,12743
2017-06-28_0530,12743
2017-06-28_0545,12743
2017-06-28_0600,12743
2017-06-28_0615,12743
2017-06-28_0630,12743
2017-06-28_0645,12743
2017-06-28_0700,12743
2017-06-28_0715,12739
2017-06-28_0730,12739
2017-06-28_0745,12739
2017-06-28_0800,12739
2017-06-28_0815,12739
2017-06-28_0830,12739
2017-06-28_0845,12739
2017-06-28_0900,12739
2017-06-28_0915,12739
2017-06-28_0930,12739
2017-06-28_0945,12739
2017-06-28_1000,12739
2017-06-28_1015,12739
2017-06-28_1030,12739
2017-06-28_1045,12739
2017-06-28_1100,12739
2017-06-28_1115,12741
2017-06-28_1130,12741
2017-06-28_1145,12741
2017-06-28_1200,12741
2017-06-28_1215,12741
2017-06-28_1230,12741
2017-06-28_1245,12741
2017-06-28_1300,12741
2017-06-28_1315,12735
2017-06-28_1330,12735
2017-06-28_1345,12735
2017-06-28_1400,12735
2017-06-28_1415,12735
2017-06-28_1430,12735
2017-06-28_1445,12735
2017-06-28_1500,12735
2017-06-28_1515,12733
2017-06-28_1530,12733
2017-06-28_1545,12733
2017-06-28_1600,12733
2017-06-28_1615,12734
2017-06-28_1630,12734
2017-06-28_1645,12734
2017-06-28_1700,14293
2017-06-28_1715,14290
2017-06-28_1730,14290
2017-06-28_1745,14290
2017-06-28_1800,14290
2017-06-28_1815,14290
2017-06-28_1830,14290
2017-06-28_1845,14290
2017-06-28_1900,14290
2017-06-28_1915,14287
2017-06-28_1930,14287
2017-06-28_1945,14287
2017-06-28_2000,14287
2017-06-28_2015,14287
2017-06-28_2030,14287
2017-06-28_2045,14287
2017-06-28_2100,14287
2017-06-28_2115,14289
2017-06-28_2130,14289
2017-06-28_2145,14289
2017-06-28_2200,14289
2017-06-28_2215,14290
2017-06-28_2230,14290
2017-06-28_2245,14290
2017-06-28_2300,14290
2017-06-28_2315,14291
2017-06-28_2330,14291
2017-06-28_2345,14291
2017-06-29_0000,14291
2017-06-29_0015,14291
2017-06-29_0030,14291
2017-06-29_0045,14291
2017-06-29_0100,14291
2017-06-29_0115,14291
2017-06-29_0130,14291
2017-06-29_0145,14291
2017-06-29_0200,14291
2017-06-29_0215,14291
2017-06-29_0230,14291
2017-06-29_0245,14291
2017-06-29_0300,14291
2017-06-29_0315,14287
2017-06-29_0330,14287
2017-06-29_0345,14287
2017-06-29_0400,14287
2017-06-29_0415,14287
2017-06-29_0430,14287
2017-06-29_0445,14287
2017-06-29_0500,14287
2017-06-29_0515,14283
2017-06-29_0530,14283
2017-06-29_0545,14283
2017-06-29_0600,14283
2017-06-29_0615,14286
2017-06-29_0630,14286
2017-06-29_0645,14286
2017-06-29_0700,14286
2017-06-29_0715,14281
2017-06-29_0730,14281
2017-06-29_0745,14281
2017-06-29_0800,14281
2017-06-29_0815,14281
2017-06-29_0830,14281
2017-06-29_0845,14281
2017-06-29_0900,14281
2017-06-29_0915,14284
2017-06-29_0930,14284
2017-06-29_0945,14284
2017-06-29_1000,14284
2017-06-29_1015,14285
2017-06-29_1030,14285
2017-06-29_1045,14285
2017-06-29_1100,14285
2017-06-29_1115,14277
2017-06-29_1130,14277
2017-06-29_1145,14277
2017-06-29_1200,14277
2017-06-29_1215,14277
2017-06-29_1230,14277
2017-06-29_1245,14277
2017-06-29_1315,14277
2017-06-29_1330,14277
2017-06-29_1345,14277
2017-06-29_1400,14277
2017-06-29_1415,14277
2017-06-29_1430,14277
2017-06-29_1445,14277
2017-06-29_1500,14273
2017-06-29_1515,14281
2017-06-29_1530,14281
2017-06-29_1545,14281
2017-06-29_1600,14281
2017-06-29_1615,14281
2017-06-29_1630,14281
2017-06-29_1645,14281
2017-06-29_1700,14281
2017-06-29_1715,14280
2017-06-29_1730,14280
2017-06-29_1745,14279
2017-06-29_1800,14279
2017-06-29_1815,14279
2017-06-29_1830,14279
2017-06-29_1845,14279
2017-06-29_1901,14279
2017-06-29_1915,14274
2017-06-29_1930,14274
2017-06-29_1945,14274
2017-06-29_2000,14274
2017-06-29_2015,14274
2017-06-29_2030,14274
2017-06-29_2045,14274
2017-06-29_2100,14274
2017-06-29_2115,14271
2017-06-29_2130,14271
2017-06-29_2145,14309
2017-06-29_2200,14309
2017-06-29_2215,14309
2017-06-29_2230,14309
2017-06-29_2245,14309
2017-06-29_2300,14309
2017-06-29_2315,14308
2017-06-29_2330,14308
2017-06-29_2345,14308
2017-06-30_0000,14308
2017-06-30_0015,14308
2017-06-30_0030,14308
2017-06-30_0045,14308
2017-06-30_0100,14308
2017-06-30_0115,14308
2017-06-30_0130,14308
2017-06-30_0145,14308
2017-06-30_0200,14308
2017-06-30_0215,14308
2017-06-30_0230,14308
2017-06-30_0245,14308
2017-06-30_0300,14308
2017-06-30_0315,14306
2017-06-30_0330,14306
2017-06-30_0345,14306
2017-06-30_0400,14306
2017-06-30_0415,14306
2017-06-30_0430,14306
2017-06-30_0445,14306
2017-06-30_0500,14306
2017-06-30_0515,14308
2017-06-30_0530,14308
2017-06-30_0545,14308
2017-06-30_0600,14308
2017-06-30_0615,14309
2017-06-30_0630,14309
2017-06-30_0645,14309
2017-06-30_0700,14309
2017-06-30_0715,14307
2017-06-30_0730,14307
2017-06-30_0745,15685
2017-06-30_0800,15685
2017-06-30_0815,15685
2017-06-30_0830,15685
2017-06-30_0845,15685
2017-06-30_0900,15685
2017-06-30_0915,15687
2017-06-30_0930,15687
2017-06-30_0945,15687
2017-06-30_1000,15687
2017-06-30_1015,15687
2017-06-30_1030,15687
2017-06-30_1045,15687
2017-06-30_1100,15687
2017-06-30_1115,15688
2017-06-30_1130,15688
2017-06-30_1145,15688
2017-06-30_1200,15688
2017-06-30_1215,15688
2017-06-30_1230,15688
2017-06-30_1245,15688
2017-06-30_1300,15688
2017-06-30_1315,15692
2017-06-30_1330,15692
2017-06-30_1345,15692
2017-06-30_1400,15692
2017-06-30_1415,15692
2017-06-30_1430,15692
2017-06-30_1445,15692
2017-06-30_1500,15692
2017-06-30_1515,15692
2017-06-30_1530,15692
2017-06-30_1545,16154
2017-06-30_1600,16154
2017-06-30_1615,16155
2017-06-30_1630,16155
2017-06-30_1645,16155
2017-06-30_1700,16155
2017-06-30_1715,16154
2017-06-30_1730,16154
2017-06-30_1745,16153
2017-06-30_1800,16152
2017-06-30_1815,16265
2017-06-30_1830,16265
2017-06-30_1845,16265
2017-06-30_1900,16265
2017-06-30_1915,16267
2017-06-30_1930,16267
2017-06-30_1945,16267
2017-06-30_2000,16267
2017-06-30_2015,16267
2017-06-30_2030,16267
2017-06-30_2045,16267
2017-06-30_2100,16267
2017-06-30_2115,16267
2017-06-30_2130,16267
2017-06-30_2145,16267
2017-06-30_2200,16267
2017-06-30_2215,16267
2017-06-30_2230,16267
2017-06-30_2245,16267
2017-06-30_2300,16267
2017-06-30_2315,16269
2017-06-30_2330,16269
2017-06-30_2345,16269
2017-07-01_0000,16269
2017-07-01_0015,16266
2017-07-01_0030,16266
2017-07-01_0045,16266
2017-07-01_0100,16266
2017-07-01_0115,16266
2017-07-01_0130,16266
2017-07-01_0145,16266
2017-07-01_0200,16602
2017-07-01_0215,16602
2017-07-01_0230,16648
2017-07-01_0245,16648
2017-07-01_0300,16648
2017-07-01_0315,16654
2017-07-01_0330,16697
2017-07-01_0345,16697
2017-07-01_0400,16697
2017-07-01_0415,16697
2017-07-01_0430,16752
2017-07-01_0445,16752
2017-07-01_0500,16752
2017-07-01_0515,16756
2017-07-01_0530,16756
2017-07-01_0545,16756
2017-07-01_0600,16756
2017-07-01_0615,16756
2017-07-01_0630,16756
2017-07-01_0645,16756
2017-07-01_0700,16756
2017-07-01_0715,16754
2017-07-01_0730,16754
2017-07-01_0745,16754
2017-07-01_0800,16754
2017-07-01_0815,16754
2017-07-01_0830,16754
2017-07-01_0845,16754
2017-07-01_0900,16754
2017-07-01_0915,16756
2017-07-01_0930,16756
2017-07-01_0945,16756
2017-07-01_1000,16756
2017-07-01_1015,16757
2017-07-01_1030,16757
2017-07-01_1045,16757
2017-07-01_1100,16757
2017-07-01_1115,16752
2017-07-01_1130,16752
2017-07-01_1145,16752
2017-07-01_1200,16752
2017-07-01_1215,16752
2017-07-01_1230,16752
2017-07-01_1245,16752
2017-07-01_1300,16752
2017-07-01_1315,16756
2017-07-01_1330,16756
2017-07-01_1345,16756
2017-07-01_1400,16756
2017-07-01_1415,16756
2017-07-01_1430,16756
2017-07-01_1445,16756
2017-07-01_1500,16756
2017-07-01_1515,16754
2017-07-01_1530,16754
2017-07-01_1545,16754
2017-07-01_1600,16754
2017-07-01_1615,16753
2017-07-01_1630,16753
2017-07-01_1645,16753
2017-07-01_1700,16753
2017-07-01_1715,16754
2017-07-01_1730,16754
2017-07-01_1745,16754
2017-07-01_1800,16754
2017-07-01_1815,17295
2017-07-01_1830,17295
2017-07-01_1845,17295
2017-07-01_1900,17295
2017-07-01_1915,17299
2017-07-01_1930,17299
2017-07-01_1945,17299
2017-07-01_2000,17299
2017-07-01_2015,17299
2017-07-01_2030,17299
2017-07-01_2100,17299
2017-07-01_2115,17302
2017-07-01_2130,17302
2017-07-01_2145,17302
2017-07-01_2200,17302
2017-07-01_2215,17302
2017-07-01_2230,17302
2017-07-01_2245,17302
2017-07-01_2300,17302
2017-07-01_2315,17298
2017-07-01_2330,17298
2017-07-01_2345,17298
2017-07-02_0000,17298
2017-07-02_0015,17299
2017-07-02_0030,17299
2017-07-02_0045,17299
2017-07-02_0100,17299
2017-07-02_0115,17299
2017-07-02_0130,17299
2017-07-02_0145,17593
2017-07-02_0200,17593
2017-07-02_0215,17593
2017-07-02_0230,17593
2017-07-02_0245,17593
2017-07-02_0300,17593
2017-07-02_0315,17598
2017-07-02_0330,17598
2017-07-02_0345,17598
2017-07-02_0400,17598
2017-07-02_0415,17598
2017-07-02_0430,17598
2017-07-02_0445,17598
2017-07-02_0500,17598
2017-07-02_0515,17598
2017-07-02_0530,17598
2017-07-02_0545,17598
2017-07-02_0600,17598
2017-07-02_0615,17598
2017-07-02_0630,17598
2017-07-02_0645,17598
2017-07-02_0700,17598
2017-07-02_0715,17597
2017-07-02_0730,17597
2017-07-02_0745,17597
2017-07-02_0800,17596
2017-07-02_0815,17596
2017-07-02_0830,17596
2017-07-02_0845,17596
2017-07-02_0900,17596
2017-07-02_0915,17591
2017-07-02_0930,17591
2017-07-02_0945,17591
2017-07-02_1000,17591
2017-07-02_1015,17591
2017-07-02_1030,17591
2017-07-02_1045,17591
2017-07-02_1100,17591
2017-07-02_1115,17591
2017-07-02_1130,17591
2017-07-02_1145,17591
2017-07-02_1200,17591
2017-07-02_1215,17591
2017-07-02_1230,17591
2017-07-02_1245,17591
2017-07-02_1300,17591
2017-07-02_1315,17600
2017-07-02_1330,17600
2017-07-02_1345,17600
2017-07-02_1400,17600
2017-07-02_1415,17600
2017-07-02_1430,17600
2017-07-02_1445,17600
2017-07-02_1500,17600
2017-07-02_1515,17598
2017-07-02_1530,17598
2017-07-02_1545,17598
2017-07-02_1600,17598
2017-07-02_1615,17597
2017-07-02_1630,17597
2017-07-02_1645,17597
2017-07-02_1700,18124
2017-07-02_1715,18125
2017-07-02_1730,18125
2017-07-02_1745,18125
2017-07-02_1800,18125
2017-07-02_1815,18126
2017-07-02_1830,18126
2017-07-02_1845,18126
2017-07-02_1900,18126
2017-07-02_1915,18123
2017-07-02_1930,18123
2017-07-02_1945,18123
2017-07-02_2000,18123
2017-07-02_2015,18123
2017-07-02_2030,18123
2017-07-02_2045,18123
2017-07-02_2100,18123
2017-07-02_2115,18122
2017-07-02_2130,18122
2017-07-02_2145,18122
2017-07-02_2200,18122
2017-07-02_2215,18122
2017-07-02_2230,18122
2017-07-02_2245,18122
2017-07-02_2300,18122
2017-07-02_2315,18123
2017-07-02_2330,18123
2017-07-02_2345,18123
2017-07-03_0000,18123
2017-07-03_0015,18123
2017-07-03_0030,18123
2017-07-03_0045,18365
2017-07-03_0100,18365
2017-07-03_0115,18365
2017-07-03_0130,18365
2017-07-03_0145,18365
2017-07-03_0200,18365
2017-07-03_0215,18365
2017-07-03_0230,18365
2017-07-03_0245,18365
2017-07-03_0300,18365
2017-07-03_0315,18360
2017-07-03_0330,18360
2017-07-03_0345,18360
2017-07-03_0400,18360
2017-07-03_0415,18360
2017-07-03_0430,18360
2017-07-03_0445,18360
2017-07-03_0500,18360
2017-07-03_0515,18373
2017-07-03_0530,18373
2017-07-03_0545,18373
2017-07-03_0600,18373
2017-07-03_0615,18373
2017-07-03_0630,18373
2017-07-03_0645,18373
2017-07-03_0700,18373
2017-07-03_0715,18372
2017-07-03_0730,18372
2017-07-03_0745,18372
2017-07-03_0800,18372
2017-07-03_0815,18372
2017-07-03_0830,18372
2017-07-03_0845,18372
2017-07-03_0900,18372
2017-07-03_0915,18371
2017-07-03_0930,18371
2017-07-03_0945,18371
2017-07-03_1000,18371
2017-07-03_1015,18371
2017-07-03_1030,18371
2017-07-03_1045,18371
2017-07-03_1100,18371
2017-07-03_1115,18373
2017-07-03_1130,18373
2017-07-03_1145,18373
2017-07-03_1200,18373
2017-07-03_1215,18374
2017-07-03_1230,18374
2017-07-03_1245,18374
2017-07-03_1300,18374
2017-07-03_1315,18381
2017-07-03_1330,18381
2017-07-03_1345,18381
2017-07-03_1400,18381
2017-07-03_1415,18381
2017-07-03_1430,18381
2017-07-03_1445,18381
2017-07-03_1500,18381
2017-07-03_1515,18769
2017-07-03_1530,18769
2017-07-03_1545,18769
2017-07-03_1600,18769
2017-07-03_1615,18763
2017-07-03_1630,18763
2017-07-03_1645,18763
2017-07-03_1700,18763
2017-07-03_1715,18764
2017-07-03_1730,18764
2017-07-03_1745,18764
2017-07-03_1800,18764
2017-07-03_1815,18764
2017-07-03_1830,18764
2017-07-03_1845,18764
2017-07-03_1900,18764
2017-07-03_1915,18906
2017-07-03_1930,18907
2017-07-03_1945,18907
2017-07-03_2000,18907
2017-07-03_2015,18907
2017-07-03_2030,18907
2017-07-03_2045,18907
2017-07-03_2100,18907
2017-07-03_2115,18910
2017-07-03_2130,18910
2017-07-03_2145,18910
2017-07-03_2200,18910
2017-07-03_2215,18910
2017-07-03_2231,18910
2017-07-03_2245,18910
2017-07-03_2300,18910
